task_id,harness,benchmark,n_tokens,head_entropy,tail_entropy,delta_entropy,low_ent_share,top1_prob_mean
hle_302,zeroclaw,HLE,1122,0.270509,0.277193,0.006684,0.2496,0.8758
hle_309,zeroclaw,HLE,7578,0.251068,0.18937,-0.061698,0.2495,0.9176
hle_32,zeroclaw,HLE,1521,0.404525,0.306911,-0.097614,0.2498,0.8315
hle_328,zeroclaw,HLE,1262,0.274221,0.414159,0.139938,0.2504,0.8558
hle_329,zeroclaw,HLE,951,0.215894,0.266724,0.05083,0.2503,0.8895
hle_330,zeroclaw,HLE,1767,0.217895,0.382437,0.164542,0.2501,0.8313
hle_331,zeroclaw,HLE,2700,0.512187,0.328609,-0.183578,0.25,0.813
hle_337,zeroclaw,HLE,1084,0.369087,0.411622,0.042534,0.25,0.8398
hle_338,zeroclaw,HLE,954,0.344603,0.240218,-0.104384,0.2505,0.8727
hle_341,zeroclaw,HLE,792,0.447423,0.509456,0.062033,0.25,0.8279
hle_344,zeroclaw,HLE,1765,0.5959,0.30955,-0.28635,0.2499,0.8402
hle_346,zeroclaw,HLE,1459,0.60556,0.349882,-0.255678,0.2502,0.8425
hle_35,zeroclaw,HLE,1620,0.292255,0.228412,-0.063843,0.25,0.8473
hle_350,zeroclaw,HLE,1368,0.32642,0.352982,0.026562,0.25,0.8713
hle_351,zeroclaw,HLE,1305,0.253819,0.249155,-0.004664,0.2498,0.8891
hle_354,zeroclaw,HLE,946,0.404804,0.289123,-0.115681,0.2505,0.8719
hle_358,zeroclaw,HLE,989,0.300208,0.26023,-0.039978,0.2487,0.8867
hle_366,zeroclaw,HLE,4099,0.442609,0.191854,-0.250755,0.2501,0.8904
hle_368,zeroclaw,HLE,1618,0.271073,0.17782,-0.093253,0.2503,0.9092
hle_37,zeroclaw,HLE,1289,0.561489,0.336334,-0.225154,0.2498,0.8388
hle_370,zeroclaw,HLE,2368,0.414881,0.335905,-0.078977,0.25,0.8695
hle_376,zeroclaw,HLE,13627,0.163282,0.09064,-0.072642,0.2495,0.9547
hle_380,zeroclaw,HLE,779,0.223537,0.181431,-0.042106,0.2503,0.8931
hle_382,zeroclaw,HLE,1210,0.215782,0.282465,0.066683,0.2504,0.8704
hle_383,zeroclaw,HLE,2473,0.38944,0.064973,-0.324467,0.2499,0.9201
hle_385,zeroclaw,HLE,840,0.290099,0.325299,0.0352,0.25,0.8806
hle_388,zeroclaw,HLE,715,0.223096,0.335187,0.112091,0.2503,0.8999
hle_389,zeroclaw,HLE,1799,0.338745,0.266895,-0.07185,0.2501,0.8631
hle_39,zeroclaw,HLE,1163,0.309901,0.393588,0.083686,0.2502,0.8594
hle_392,zeroclaw,HLE,1387,0.333712,0.309736,-0.023976,0.2502,0.8654
hle_402,zeroclaw,HLE,1725,0.348516,0.318857,-0.029659,0.2487,0.8706
hle_403,zeroclaw,HLE,1221,0.236938,0.204933,-0.032005,0.2498,0.9074
hle_41,zeroclaw,HLE,985,0.304033,0.30341,-0.000623,0.2497,0.8671
hle_410,zeroclaw,HLE,1389,0.455456,0.479189,0.023733,0.2498,0.8062
hle_417,zeroclaw,HLE,2023,0.313394,0.099643,-0.213751,0.2501,0.9252
hle_420,zeroclaw,HLE,1747,0.490552,0.348707,-0.141845,0.2501,0.8624
hle_426,zeroclaw,HLE,958,0.349989,0.334988,-0.015001,0.2505,0.8385
hle_427,zeroclaw,HLE,1916,0.486504,0.502673,0.016169,0.25,0.8108
hle_429,zeroclaw,HLE,1817,0.252742,0.247424,-0.005318,0.2499,0.8987
hle_432,zeroclaw,HLE,1141,0.445436,0.465916,0.02048,0.2498,0.8423
hle_433,zeroclaw,HLE,6321,0.197511,0.124465,-0.073046,0.2492,0.9414
hle_434,zeroclaw,HLE,1037,0.113178,0.07554,-0.037639,0.2488,0.9607
hle_435,zeroclaw,HLE,2137,0.390407,0.30263,-0.087777,0.2499,0.8507
hle_441,zeroclaw,HLE,1319,0.340967,0.330506,-0.010461,0.2502,0.863
hle_450,zeroclaw,HLE,587,0.37938,0.325439,-0.053941,0.2504,0.8611
hle_451,zeroclaw,HLE,1021,0.316297,0.262833,-0.053463,0.2498,0.8788
hle_452,zeroclaw,HLE,1519,0.422724,0.293427,-0.129297,0.2495,0.8515
hle_454,zeroclaw,HLE,2860,0.330965,0.310973,-0.019992,0.2497,0.8732
hle_456,zeroclaw,HLE,996,0.286109,0.210106,-0.076003,0.25,0.8995
hle_46,zeroclaw,HLE,1061,0.60796,0.389534,-0.218426,0.2498,0.8141
hle_460,zeroclaw,HLE,1245,0.349004,0.398871,0.049867,0.2498,0.8295
hle_461,zeroclaw,HLE,4042,0.58204,0.28846,-0.29358,0.2501,0.838
hle_463,zeroclaw,HLE,954,0.354946,0.374826,0.01988,0.2505,0.8671
hle_467,zeroclaw,HLE,1983,0.253732,0.168184,-0.085549,0.2501,0.9108
hle_473,zeroclaw,HLE,3617,0.411679,0.202994,-0.208685,0.2499,0.8855
hle_476,zeroclaw,HLE,819,0.336094,0.388868,0.052774,0.2491,0.869
hle_48,zeroclaw,HLE,2162,0.507049,0.276797,-0.230252,0.2502,0.8627
hle_486,zeroclaw,HLE,2684,0.3737,0.267023,-0.106677,0.25,0.8294
hle_496,zeroclaw,HLE,1599,0.490869,0.433963,-0.056906,0.2502,0.8403
hle_497,zeroclaw,HLE,4776,0.473045,0.192832,-0.280213,0.25,0.9024
hle_498,zeroclaw,HLE,1305,0.247108,0.211854,-0.035255,0.2498,0.8888
hle_499,zeroclaw,HLE,2417,0.316835,0.14516,-0.171675,0.2499,0.9148
hle_50,zeroclaw,HLE,4144,0.359711,0.107073,-0.252638,0.25,0.9049
hle_52,zeroclaw,HLE,13741,0.367322,0.083328,-0.283994,0.2487,0.9309
hle_522,zeroclaw,HLE,2132,0.281643,0.184115,-0.097528,0.25,0.8867
hle_526,zeroclaw,HLE,948,0.360025,0.377228,0.017203,0.25,0.868
hle_53,zeroclaw,HLE,1021,0.155383,0.184702,0.029319,0.2488,0.9275
hle_531,zeroclaw,HLE,374,0.178868,0.265366,0.086498,0.2513,0.8845
hle_532,zeroclaw,HLE,4619,0.237117,0.054199,-0.182917,0.2479,0.9505
hle_533,zeroclaw,HLE,919,0.373159,0.455556,0.082396,0.2503,0.8528
hle_539,zeroclaw,HLE,309,0.118887,0.116626,-0.002261,0.2492,0.9701
hle_54,zeroclaw,HLE,1505,0.35475,0.305483,-0.049267,0.2498,0.8762
hle_543,zeroclaw,HLE,1920,0.455977,0.302872,-0.153105,0.25,0.8687
hle_547,zeroclaw,HLE,714,0.198798,0.31641,0.117612,0.2493,0.8884
hle_556,zeroclaw,HLE,1573,0.443413,0.361754,-0.081658,0.2498,0.8487
hle_568,zeroclaw,HLE,1566,0.361974,0.295275,-0.0667,0.2503,0.8688
hle_582,zeroclaw,HLE,3420,0.147427,0.180646,0.033218,0.2436,0.9612
hle_583,zeroclaw,HLE,3833,0.274043,0.007041,-0.267002,0.2478,0.9505
hle_59,zeroclaw,HLE,1611,0.424979,0.30416,-0.12082,0.2502,0.8666
hle_591,zeroclaw,HLE,4391,0.385823,0.158424,-0.227399,0.2494,0.9124
hle_592,zeroclaw,HLE,1782,0.368833,0.165616,-0.203217,0.2503,0.8975
hle_593,zeroclaw,HLE,1183,0.290034,0.229307,-0.060727,0.2502,0.8684
hle_598,zeroclaw,HLE,1367,0.336759,0.360777,0.024018,0.2502,0.84
hle_60,zeroclaw,HLE,1608,0.287276,0.161139,-0.126137,0.25,0.9273
hle_603,zeroclaw,HLE,1356,0.309046,0.303896,-0.00515,0.25,0.8713
hle_604,zeroclaw,HLE,1783,0.3045,0.287248,-0.017252,0.2501,0.8833
hle_607,zeroclaw,HLE,934,0.420596,0.256582,-0.164014,0.2505,0.8519
hle_614,zeroclaw,HLE,1707,0.251023,0.307035,0.056013,0.2501,0.8876
hle_625,zeroclaw,HLE,1404,0.310986,0.168303,-0.142683,0.2486,0.8908
hle_633,zeroclaw,HLE,1432,0.340824,0.423426,0.082602,0.25,0.824
hle_636,zeroclaw,HLE,1214,0.301595,0.216293,-0.085302,0.2504,0.8919
hle_643,zeroclaw,HLE,6668,0.302891,0.118418,-0.184473,0.2499,0.9313
hle_647,zeroclaw,HLE,2919,0.283638,0.191039,-0.092599,0.2501,0.8946
hle_653,zeroclaw,HLE,1246,0.243128,0.273114,0.029986,0.2504,0.8831
hle_654,zeroclaw,HLE,1084,0.267557,0.527652,0.260095,0.2491,0.8329
hle_655,zeroclaw,HLE,1308,0.317242,0.199888,-0.117355,0.2492,0.896
hle_660,zeroclaw,HLE,4035,0.209451,0.006576,-0.202875,0.2483,0.966
hle_661,zeroclaw,HLE,4292,0.432284,0.135518,-0.296767,0.2498,0.9083
hle_668,zeroclaw,HLE,1409,0.499139,0.355943,-0.143196,0.2498,0.8004
hle_677,zeroclaw,HLE,1310,0.368356,0.314409,-0.053948,0.2504,0.8664
hle_678,zeroclaw,HLE,1293,0.321726,0.222814,-0.098912,0.2498,0.8887
hle_68,zeroclaw,HLE,1420,0.298596,0.624478,0.325882,0.25,0.8294
hle_681,zeroclaw,HLE,1397,0.326184,0.274195,-0.051989,0.2491,0.8525
hle_687,zeroclaw,HLE,2635,0.314502,0.209438,-0.105064,0.2493,0.9061
hle_688,zeroclaw,HLE,1528,0.290795,0.311694,0.0209,0.2487,0.8775
hle_690,zeroclaw,HLE,771,0.271118,0.332478,0.06136,0.2503,0.9058
hle_692,zeroclaw,HLE,3126,0.352591,0.290027,-0.062564,0.2498,0.8792
hle_694,zeroclaw,HLE,1224,0.526189,0.42646,-0.09973,0.25,0.837
hle_697,zeroclaw,HLE,1022,0.326518,0.39557,0.069052,0.2505,0.8517
hle_698,zeroclaw,HLE,2651,0.219828,0.111372,-0.108456,0.2501,0.938
hle_699,zeroclaw,HLE,2673,0.567506,0.267447,-0.300058,0.2499,0.8511
hle_70,zeroclaw,HLE,979,0.335653,0.264166,-0.071487,0.2503,0.8831
hle_700,zeroclaw,HLE,6759,0.436654,0.109734,-0.32692,0.2494,0.9119
hle_705,zeroclaw,HLE,350,0.322801,0.119994,-0.202807,0.2514,0.8528
hle_707,zeroclaw,HLE,2160,0.344947,0.447402,0.102455,0.25,0.8145
hle_708,zeroclaw,HLE,1754,0.330304,0.261854,-0.068451,0.2503,0.864
hle_711,zeroclaw,HLE,5762,0.338894,0.002216,-0.336678,0.2454,0.9371
hle_72,zeroclaw,HLE,2174,0.249497,0.237487,-0.01201,0.2502,0.9007
hle_724,zeroclaw,HLE,5237,0.381239,0.159825,-0.221415,0.2496,0.9107
hle_728,zeroclaw,HLE,2097,0.451079,0.239572,-0.211507,0.2499,0.8688
hle_747,zeroclaw,HLE,3281,0.323378,0.008741,-0.314637,0.2493,0.9526
hle_75,zeroclaw,HLE,1926,0.338492,0.392461,0.05397,0.2503,0.8286
hle_752,zeroclaw,HLE,1416,0.187645,0.311882,0.124237,0.25,0.9058
hle_773,zeroclaw,HLE,4139,0.349183,0.213918,-0.135265,0.2493,0.8993
hle_779,zeroclaw,HLE,1907,0.340494,0.139379,-0.201115,0.2501,0.9163
hle_787,zeroclaw,HLE,1845,0.311206,0.239733,-0.071474,0.2499,0.8775
hle_790,zeroclaw,HLE,2917,0.211477,0.178325,-0.033152,0.2496,0.8798
hle_792,zeroclaw,HLE,4073,0.377792,0.160995,-0.216797,0.2499,0.9153
hle_800,zeroclaw,HLE,2622,0.44887,0.229337,-0.219533,0.2498,0.8855
hle_801,zeroclaw,HLE,1141,0.258187,0.227558,-0.030628,0.2498,0.9104
hle_805,zeroclaw,HLE,1289,0.239398,0.331833,0.092436,0.2498,0.8646
hle_807,zeroclaw,HLE,1617,0.295691,0.396062,0.10037,0.2498,0.854
hle_808,zeroclaw,HLE,1589,0.485913,0.377546,-0.108367,0.2498,0.8073
hle_812,zeroclaw,HLE,1326,0.260269,0.461719,0.20145,0.2504,0.8266
hle_814,zeroclaw,HLE,1653,0.331026,0.364303,0.033276,0.2498,0.8862
hle_819,zeroclaw,HLE,3424,0.207959,0.327543,0.119584,0.2474,0.9338
hle_822,zeroclaw,HLE,692,0.298337,0.373172,0.074834,0.25,0.8714
hle_825,zeroclaw,HLE,486,0.351032,0.327657,-0.023374,0.251,0.8485
hle_827,zeroclaw,HLE,1953,0.237609,0.313914,0.076305,0.2499,0.8829
hle_829,zeroclaw,HLE,6884,0.224338,0.095709,-0.12863,0.249,0.9459
hle_831,zeroclaw,HLE,2414,0.174101,0.27531,0.101209,0.2502,0.8496
hle_834,zeroclaw,HLE,3177,0.092048,0.143135,0.051086,0.2499,0.9726
hle_835,zeroclaw,HLE,1956,0.398944,0.35635,-0.042594,0.25,0.8688
hle_85,zeroclaw,HLE,2031,0.410943,0.192886,-0.218057,0.2501,0.8608
hle_867,zeroclaw,HLE,4658,0.243906,0.137755,-0.106151,0.2499,0.914
hle_87,zeroclaw,HLE,1470,0.569675,0.361586,-0.208089,0.2503,0.841
hle_875,zeroclaw,HLE,5945,0.430469,0.154467,-0.276002,0.25,0.9
hle_877,zeroclaw,HLE,1162,0.254323,0.340462,0.086139,0.2504,0.863
hle_88,zeroclaw,HLE,2691,0.261926,0.205942,-0.055984,0.2501,0.8982
hle_880,zeroclaw,HLE,4483,0.114482,0.044385,-0.070097,0.2465,0.9638
hle_883,zeroclaw,HLE,2690,0.274757,0.054715,-0.220042,0.2502,0.9217
hle_885,zeroclaw,HLE,3688,0.392216,0.257218,-0.134998,0.25,0.8896
hle_892,zeroclaw,HLE,2178,0.339765,0.261648,-0.078117,0.2502,0.8683
hle_894,zeroclaw,HLE,1678,0.411267,0.281455,-0.129813,0.2503,0.8708
hle_897,zeroclaw,HLE,13605,0.233851,0.087939,-0.145912,0.2491,0.9484
hle_905,zeroclaw,HLE,1102,0.451279,0.259363,-0.191916,0.2505,0.849
hle_917,zeroclaw,HLE,419,0.460342,0.358823,-0.101518,0.2506,0.8614
hle_921,zeroclaw,HLE,1048,0.314749,0.230344,-0.084405,0.2481,0.877
hle_923,zeroclaw,HLE,1796,0.280703,0.250811,-0.029891,0.25,0.8922
hle_926,zeroclaw,HLE,1197,0.447337,0.265401,-0.181936,0.2498,0.8727
hle_930,zeroclaw,HLE,2844,0.218531,0.00578,-0.212751,0.2468,0.9336
hle_931,zeroclaw,HLE,4252,0.360029,0.157448,-0.20258,0.2491,0.9132
hle_934,zeroclaw,HLE,1779,0.403005,0.33772,-0.065284,0.2501,0.8635
hle_935,zeroclaw,HLE,1149,0.2372,0.350392,0.113192,0.2498,0.8645
hle_936,zeroclaw,HLE,2566,0.284339,0.245792,-0.038546,0.2498,0.9007
hle_937,zeroclaw,HLE,1307,0.415911,0.274292,-0.141619,0.2502,0.8609
hle_938,zeroclaw,HLE,1950,0.350736,0.2475,-0.103235,0.2497,0.8968
hle_945,zeroclaw,HLE,1371,0.315565,0.265484,-0.050081,0.2502,0.864
hle_948,zeroclaw,HLE,1593,0.185582,0.1687,-0.016881,0.2492,0.9124
hle_95,zeroclaw,HLE,279,0.474388,0.306629,-0.167759,0.2509,0.8311
hle_966,zeroclaw,HLE,1109,0.334762,0.492865,0.158103,0.2498,0.8608
hle_967,zeroclaw,HLE,1364,0.445407,0.291307,-0.1541,0.25,0.8612
hle_969,zeroclaw,HLE,5313,0.144263,0.099187,-0.045076,0.2496,0.9485
hle_970,zeroclaw,HLE,2262,0.306058,0.150881,-0.155176,0.2502,0.8983
hle_971,zeroclaw,HLE,1018,0.23503,0.17477,-0.06026,0.2505,0.9175
hle_978,zeroclaw,HLE,1295,0.331168,0.36818,0.037012,0.2502,0.8712
hle_98,zeroclaw,HLE,1788,0.280686,0.22226,-0.058426,0.25,0.8907
hle_980,zeroclaw,HLE,3896,0.404428,0.166511,-0.237917,0.25,0.9055
hle_981,zeroclaw,HLE,6329,0.345929,0.247896,-0.098033,0.25,0.888
hle_988,zeroclaw,HLE,1089,0.280541,0.242955,-0.037586,0.2498,0.8903
hle_999,zeroclaw,HLE,3236,0.250364,0.139191,-0.111173,0.25,0.9293
